acc_S, tp = 0, ts = 0, a = 10
acc_S, tp = 1, ts = 0, a = 90
publish, tp = 44755, ts = 76, a = 86, f = 48309
approve, tp = 44756, ts = 76, m = 10, f = 2639
publish, tp = 44757, ts = 76, a = 46, f = 2639
publish, tp = 44758, ts = 76, a = 25, f = 28355
publish, tp = 44759, ts = 76, a = 57, f = 49387
publish, tp = 44760, ts = 76, a = 90, f = 40430
approve, tp = 44761, ts = 76, m = 10, f = 30473
publish, tp = 44762, ts = 76, a = 49, f = 30473
publish, tp = 44763, ts = 76, a = 14, f = 47639
publish, tp = 44764, ts = 76, a = 98, f = 5194
publish, tp = 44765, ts = 76, a = 26, f = 42164
publish, tp = 44766, ts = 76, a = 78, f = 30009
publish, tp = 44767, ts = 76, a = 83, f = 16295
publish, tp = 44768, ts = 76, a = 84, f = 14050
publish, tp = 44769, ts = 76, a = 31, f = 29790
publish, tp = 44770, ts = 76, a = 84, f = 14773
publish, tp = 44771, ts = 76, a = 85, f = 35511
publish, tp = 44772, ts = 76, a = 13, f = 49170
publish, tp = 44773, ts = 76, a = 91, f = 45098
approve, tp = 44774, ts = 76, m = 2, f = 32425
publish, tp = 44775, ts = 76, a = 21, f = 32425
publish, tp = 44776, ts = 76, a = 21, f = 49018
publish, tp = 44777, ts = 76, a = 88, f = 36563
publish, tp = 44778, ts = 76, a = 91, f = 48789
publish, tp = 44779, ts = 76, a = 50, f = 40054
publish, tp = 44780, ts = 76, a = 67, f = 42596
publish, tp = 44781, ts = 76, a = 10, f = 19542
publish, tp = 44782, ts = 76, a = 22, f = 20594
publish, tp = 44783, ts = 76, a = 26, f = 17625
publish, tp = 44784, ts = 76, a = 47, f = 13515
publish, tp = 44785, ts = 76, a = 64, f = 1603
approve, tp = 44786, ts = 76, m = 10, f = 2215
publish, tp = 44787, ts = 76, a = 88, f = 2215
publish, tp = 44788, ts = 76, a = 47, f = 19163
publish, tp = 44789, ts = 76, a = 84, f = 10172
publish, tp = 44790, ts = 76, a = 4, f = 5476
approve, tp = 44791, ts = 76, m = 0, f = 32682
publish, tp = 44792, ts = 76, a = 4, f = 32682
publish, tp = 44793, ts = 76, a = 91, f = 6962
publish, tp = 44794, ts = 76, a = 96, f = 39350
publish, tp = 44795, ts = 76, a = 26, f = 14406
publish, tp = 44796, ts = 76, a = 90, f = 49492
publish, tp = 44797, ts = 76, a = 42, f = 24622
publish, tp = 44798, ts = 76, a = 85, f = 30202
publish, tp = 44799, ts = 76, a = 4, f = 16637
publish, tp = 44800, ts = 76, a = 97, f = 26822
approve, tp = 44801, ts = 76, m = 0, f = 3625
publish, tp = 44802, ts = 76, a = 22, f = 3625
publish, tp = 44803, ts = 76, a = 22, f = 29788
publish, tp = 44804, ts = 76, a = 86, f = 8673
publish, tp = 44805, ts = 76, a = 47, f = 33450
publish, tp = 44806, ts = 76, a = 45, f = 38990
approve, tp = 44807, ts = 76, m = 2, f = 24336
publish, tp = 44808, ts = 76, a = 50, f = 24336
publish, tp = 44809, ts = 76, a = 46, f = 4859
publish, tp = 44810, ts = 76, a = 31, f = 31667
publish, tp = 44811, ts = 76, a = 22, f = 24610
publish, tp = 44812, ts = 76, a = 21, f = 18160
publish, tp = 44813, ts = 76, a = 77, f = 26827
publish, tp = 44814, ts = 76, a = 24, f = 15581
publish, tp = 44815, ts = 76, a = 98, f = 37610
publish, tp = 44816, ts = 76, a = 25, f = 13552
approve, tp = 44817, ts = 76, m = 2, f = 41466
publish, tp = 44818, ts = 76, a = 91, f = 41466
publish, tp = 44819, ts = 76, a = 88, f = 24990
publish, tp = 44820, ts = 76, a = 84, f = 34158
publish, tp = 44821, ts = 76, a = 21, f = 41695
approve, tp = 44822, ts = 76, m = 10, f = 39629
publish, tp = 44823, ts = 76, a = 24, f = 39629
publish, tp = 44824, ts = 76, a = 88, f = 26716
publish, tp = 44825, ts = 76, a = 45, f = 18812
publish, tp = 44826, ts = 76, a = 13, f = 25115
publish, tp = 44827, ts = 76, a = 9, f = 12750
publish, tp = 44828, ts = 76, a = 77, f = 3932
publish, tp = 44829, ts = 76, a = 25, f = 41335
publish, tp = 44830, ts = 76, a = 84, f = 8375
publish, tp = 44831, ts = 76, a = 90, f = 29492
publish, tp = 44832, ts = 76, a = 13, f = 12433
publish, tp = 44833, ts = 76, a = 22, f = 21762
publish, tp = 44834, ts = 76, a = 94, f = 11569
publish, tp = 44835, ts = 76, a = 79, f = 12065
publish, tp = 44836, ts = 76, a = 45, f = 26755
publish, tp = 44837, ts = 76, a = 5, f = 26454
publish, tp = 44838, ts = 76, a = 98, f = 21641
approve, tp = 44839, ts = 76, m = 10, f = 2367
publish, tp = 44840, ts = 76, a = 74, f = 2367
publish, tp = 44841, ts = 76, a = 49, f = 132
publish, tp = 44842, ts = 76, a = 27, f = 18242
publish, tp = 44843, ts = 76, a = 63, f = 9189
publish, tp = 44844, ts = 76, a = 10, f = 15326
publish, tp = 44845, ts = 76, a = 67, f = 29229
publish, tp = 44846, ts = 76, a = 26, f = 34740
publish, tp = 44847, ts = 76, a = 21, f = 10323
publish, tp = 44848, ts = 76, a = 91, f = 24360
publish, tp = 44849, ts = 76, a = 90, f = 4643
publish, tp = 44850, ts = 76, a = 21, f = 16980
publish, tp = 44851, ts = 76, a = 22, f = 3058
publish, tp = 44852, ts = 76, a = 24, f = 9101
publish, tp = 44853, ts = 76, a = 45, f = 22583
approve, tp = 44854, ts = 76, m = 10, f = 29317
publish, tp = 44855, ts = 76, a = 4, f = 29317
publish, tp = 44856, ts = 76, a = 21, f = 21665
publish, tp = 44857, ts = 76, a = 57, f = 21262
publish, tp = 44858, ts = 76, a = 27, f = 40714
publish, tp = 44859, ts = 76, a = 63, f = 47102
publish, tp = 44860, ts = 76, a = 98, f = 23818
publish, tp = 44861, ts = 76, a = 46, f = 12839
publish, tp = 44862, ts = 76, a = 91, f = 22083
publish, tp = 44863, ts = 76, a = 24, f = 34792
publish, tp = 44864, ts = 76, a = 77, f = 9722
publish, tp = 44865, ts = 76, a = 49, f = 9769
publish, tp = 44866, ts = 76, a = 77, f = 6690
publish, tp = 44867, ts = 76, a = 96, f = 13114
publish, tp = 44868, ts = 76, a = 86, f = 35773
approve, tp = 44869, ts = 76, m = 0, f = 38229
publish, tp = 44870, ts = 76, a = 10, f = 38229
publish, tp = 44871, ts = 76, a = 21, f = 13125
publish, tp = 44872, ts = 76, a = 96, f = 39251
publish, tp = 44873, ts = 76, a = 67, f = 12075
publish, tp = 44874, ts = 76, a = 77, f = 25862
publish, tp = 44875, ts = 76, a = 36, f = 17759
publish, tp = 44876, ts = 76, a = 57, f = 2259
publish, tp = 44877, ts = 76, a = 67, f = 38385
publish, tp = 44878, ts = 76, a = 53, f = 39447
publish, tp = 44879, ts = 76, a = 49, f = 17167
publish, tp = 44880, ts = 76, a = 64, f = 11143
approve, tp = 44881, ts = 76, m = 10, f = 15520
publish, tp = 44882, ts = 76, a = 5, f = 15520
publish, tp = 44883, ts = 76, a = 9, f = 19285
publish, tp = 44884, ts = 76, a = 86, f = 22910
publish, tp = 44885, ts = 76, a = 23, f = 22798
publish, tp = 44886, ts = 76, a = 36, f = 2022
publish, tp = 44887, ts = 76, a = 31, f = 22007
publish, tp = 44888, ts = 76, a = 98, f = 8459
publish, tp = 44889, ts = 76, a = 22, f = 26029
publish, tp = 44890, ts = 76, a = 46, f = 49198
publish, tp = 44891, ts = 76, a = 64, f = 9040
approve, tp = 44892, ts = 76, m = 10, f = 37649
publish, tp = 44893, ts = 76, a = 5, f = 37649
publish, tp = 44894, ts = 76, a = 79, f = 28983
publish, tp = 44895, ts = 76, a = 84, f = 2094
publish, tp = 44896, ts = 76, a = 45, f = 15415
publish, tp = 44897, ts = 76, a = 14, f = 349
publish, tp = 44898, ts = 76, a = 85, f = 3049
publish, tp = 44899, ts = 76, a = 63, f = 8464
publish, tp = 44900, ts = 76, a = 67, f = 11526
publish, tp = 44901, ts = 76, a = 74, f = 21368
publish, tp = 44902, ts = 76, a = 13, f = 30879
publish, tp = 44903, ts = 76, a = 90, f = 11744
publish, tp = 44904, ts = 76, a = 57, f = 19588
publish, tp = 44905, ts = 76, a = 96, f = 38133
publish, tp = 44906, ts = 76, a = 91, f = 31401
publish, tp = 44907, ts = 76, a = 21, f = 12323
publish, tp = 44908, ts = 76, a = 96, f = 25609
publish, tp = 44909, ts = 76, a = 22, f = 14040
publish, tp = 44910, ts = 76, a = 83, f = 13307
publish, tp = 44911, ts = 76, a = 31, f = 8748
publish, tp = 44912, ts = 76, a = 84, f = 38788
publish, tp = 44913, ts = 76, a = 86, f = 14796
publish, tp = 44914, ts = 76, a = 4, f = 43934
publish, tp = 44915, ts = 76, a = 74, f = 32641
publish, tp = 44916, ts = 76, a = 36, f = 8404
publish, tp = 44917, ts = 76, a = 90, f = 8657
publish, tp = 44918, ts = 76, a = 64, f = 25389
publish, tp = 44919, ts = 76, a = 46, f = 19761
publish, tp = 44920, ts = 76, a = 5, f = 16793
publish, tp = 44921, ts = 76, a = 10, f = 10774
publish, tp = 44922, ts = 76, a = 13, f = 24287
publish, tp = 44923, ts = 76, a = 4, f = 43814
publish, tp = 44924, ts = 76, a = 97, f = 43552
approve, tp = 44925, ts = 76, m = 2, f = 33140
publish, tp = 44926, ts = 76, a = 77, f = 33140
publish, tp = 44927, ts = 76, a = 23, f = 18496
publish, tp = 44928, ts = 76, a = 22, f = 30658
publish, tp = 44929, ts = 76, a = 90, f = 17625
approve, tp = 44930, ts = 76, m = 10, f = 46667
publish, tp = 44931, ts = 76, a = 83, f = 46667
publish, tp = 44932, ts = 76, a = 97, f = 25502
publish, tp = 44933, ts = 76, a = 85, f = 20820
approve, tp = 44934, ts = 76, m = 7, f = 9351
publish, tp = 44935, ts = 76, a = 90, f = 9351
publish, tp = 44936, ts = 76, a = 77, f = 9913
publish, tp = 44937, ts = 76, a = 86, f = 21013
publish, tp = 44938, ts = 76, a = 94, f = 31968
publish, tp = 44939, ts = 76, a = 78, f = 22280
publish, tp = 44940, ts = 76, a = 98, f = 7876
publish, tp = 44941, ts = 76, a = 45, f = 25096
publish, tp = 44942, ts = 76, a = 25, f = 46789
publish, tp = 44943, ts = 76, a = 88, f = 23696
approve, tp = 44944, ts = 76, m = 1, f = 26056
publish, tp = 44945, ts = 76, a = 74, f = 26056
publish, tp = 44946, ts = 76, a = 26, f = 13744
publish, tp = 44947, ts = 76, a = 27, f = 3295
publish, tp = 44948, ts = 76, a = 86, f = 16333
approve, tp = 44949, ts = 76, m = 10, f = 9328
publish, tp = 44950, ts = 76, a = 14, f = 9328
publish, tp = 44951, ts = 76, a = 86, f = 42535
publish, tp = 44952, ts = 76, a = 84, f = 41204
publish, tp = 44953, ts = 76, a = 23, f = 17467
publish, tp = 44954, ts = 76, a = 36, f = 42149
publish, tp = 44955, ts = 76, a = 50, f = 47686
publish, tp = 44956, ts = 76, a = 84, f = 33314
approve, tp = 44957, ts = 76, m = 10, f = 5632
publish, tp = 44958, ts = 76, a = 57, f = 5632
publish, tp = 44959, ts = 76, a = 53, f = 18161
approve, tp = 44960, ts = 76, m = 0, f = 40052
publish, tp = 44961, ts = 76, a = 25, f = 40052
publish, tp = 44962, ts = 76, a = 96, f = 13104
publish, tp = 44963, ts = 76, a = 79, f = 37014
publish, tp = 44964, ts = 76, a = 47, f = 38936
publish, tp = 44965, ts = 76, a = 42, f = 36588
publish, tp = 44966, ts = 76, a = 24, f = 37130
publish, tp = 44967, ts = 76, a = 47, f = 36909
publish, tp = 44968, ts = 76, a = 90, f = 12261
publish, tp = 44969, ts = 76, a = 94, f = 16967
publish, tp = 44970, ts = 76, a = 83, f = 25376
approve, tp = 44971, ts = 76, m = 2, f = 15365
publish, tp = 44972, ts = 76, a = 21, f = 15365
publish, tp = 44973, ts = 76, a = 88, f = 41460
publish, tp = 44974, ts = 76, a = 79, f = 6552
publish, tp = 44975, ts = 76, a = 98, f = 33152
publish, tp = 44976, ts = 76, a = 36, f = 49210
publish, tp = 44977, ts = 76, a = 42, f = 49902
publish, tp = 44978, ts = 76, a = 98, f = 27884
publish, tp = 44979, ts = 76, a = 13, f = 26353
publish, tp = 44980, ts = 76, a = 78, f = 24980
publish, tp = 44981, ts = 76, a = 83, f = 4426
publish, tp = 44982, ts = 76, a = 91, f = 11110
publish, tp = 44983, ts = 76, a = 46, f = 12499
publish, tp = 44984, ts = 76, a = 64, f = 37557
publish, tp = 44985, ts = 76, a = 84, f = 7253
publish, tp = 44986, ts = 76, a = 57, f = 16736
publish, tp = 44987, ts = 76, a = 50, f = 17095
publish, tp = 44988, ts = 76, a = 57, f = 1710
publish, tp = 44989, ts = 76, a = 26, f = 18415
publish, tp = 44990, ts = 76, a = 47, f = 27962
publish, tp = 44991, ts = 76, a = 22, f = 18655
publish, tp = 44992, ts = 76, a = 9, f = 12953
publish, tp = 44993, ts = 76, a = 47, f = 30660
publish, tp = 44994, ts = 76, a = 57, f = 44673
approve, tp = 44995, ts = 76, m = 10, f = 8979
publish, tp = 44996, ts = 76, a = 64, f = 8979
approve, tp = 44997, ts = 76, m = 0, f = 31503
publish, tp = 44998, ts = 76, a = 47, f = 31503
publish, tp = 44999, ts = 76, a = 50, f = 11909
publish, tp = 45000, ts = 76, a = 91, f = 507
publish, tp = 45001, ts = 76, a = 94, f = 44617
publish, tp = 45002, ts = 76, a = 4, f = 45858
publish, tp = 45003, ts = 76, a = 85, f = 39663
publish, tp = 45004, ts = 76, a = 14, f = 46928
publish, tp = 45005, ts = 76, a = 86, f = 45661
publish, tp = 45006, ts = 76, a = 4, f = 5258
publish, tp = 45007, ts = 76, a = 57, f = 35290
publish, tp = 45008, ts = 76, a = 36, f = 48085
publish, tp = 45009, ts = 76, a = 84, f = 44395
approve, tp = 45010, ts = 76, m = 10, f = 34884
publish, tp = 45011, ts = 76, a = 24, f = 34884
publish, tp = 45012, ts = 76, a = 42, f = 22035
publish, tp = 45013, ts = 76, a = 45, f = 36019
publish, tp = 45014, ts = 76, a = 31, f = 7519
publish, tp = 45015, ts = 76, a = 85, f = 20512
publish, tp = 45016, ts = 76, a = 25, f = 45453
publish, tp = 45017, ts = 76, a = 78, f = 36162
publish, tp = 45018, ts = 76, a = 77, f = 25013
publish, tp = 45019, ts = 76, a = 90, f = 27150
publish, tp = 45020, ts = 76, a = 47, f = 794
publish, tp = 45021, ts = 76, a = 36, f = 11252
publish, tp = 45022, ts = 76, a = 42, f = 36145
publish, tp = 45023, ts = 76, a = 21, f = 32841
publish, tp = 45024, ts = 76, a = 50, f = 25201
publish, tp = 45025, ts = 76, a = 97, f = 49682
publish, tp = 45026, ts = 76, a = 9, f = 8164
publish, tp = 45027, ts = 76, a = 88, f = 35973
publish, tp = 45028, ts = 76, a = 21, f = 29967
publish, tp = 45029, ts = 76, a = 57, f = 23467
publish, tp = 45030, ts = 76, a = 9, f = 35385
publish, tp = 45031, ts = 76, a = 49, f = 17770
publish, tp = 45032, ts = 76, a = 27, f = 24511
publish, tp = 45033, ts = 76, a = 49, f = 36202
publish, tp = 45034, ts = 76, a = 22, f = 26470
publish, tp = 45035, ts = 76, a = 13, f = 9489
publish, tp = 45036, ts = 76, a = 97, f = 16756
publish, tp = 45037, ts = 76, a = 96, f = 9629
publish, tp = 45038, ts = 76, a = 47, f = 8602
publish, tp = 45039, ts = 76, a = 79, f = 19640
publish, tp = 45040, ts = 76, a = 46, f = 7339
publish, tp = 45041, ts = 76, a = 26, f = 33067
publish, tp = 45042, ts = 76, a = 74, f = 863
publish, tp = 45043, ts = 76, a = 47, f = 48878
publish, tp = 45044, ts = 76, a = 27, f = 10307
publish, tp = 45045, ts = 76, a = 31, f = 38800
publish, tp = 45046, ts = 76, a = 86, f = 41923
publish, tp = 45047, ts = 76, a = 77, f = 39055
publish, tp = 45048, ts = 76, a = 94, f = 26645
publish, tp = 45049, ts = 76, a = 84, f = 27929
publish, tp = 45050, ts = 76, a = 25, f = 7582
publish, tp = 45051, ts = 76, a = 4, f = 42596
publish, tp = 45052, ts = 76, a = 85, f = 25354
publish, tp = 45053, ts = 76, a = 64, f = 1094
approve, tp = 45054, ts = 76, m = 10, f = 46923
publish, tp = 45055, ts = 76, a = 31, f = 46923
publish, tp = 45056, ts = 76, a = 90, f = 26582
publish, tp = 45057, ts = 76, a = 27, f = 27645
publish, tp = 45058, ts = 76, a = 57, f = 49414
publish, tp = 45059, ts = 76, a = 97, f = 41350
approve, tp = 45060, ts = 76, m = 0, f = 47186
publish, tp = 45061, ts = 76, a = 46, f = 47186
approve, tp = 45062, ts = 76, m = 10, f = 41009
publish, tp = 45063, ts = 76, a = 24, f = 41009
publish, tp = 45064, ts = 76, a = 23, f = 2833
approve, tp = 45065, ts = 76, m = 3, f = 44075
publish, tp = 45066, ts = 76, a = 45, f = 44075
publish, tp = 45067, ts = 76, a = 90, f = 42605
publish, tp = 45068, ts = 76, a = 97, f = 10490
publish, tp = 45069, ts = 76, a = 77, f = 46612
publish, tp = 45070, ts = 76, a = 98, f = 20782
publish, tp = 45071, ts = 76, a = 57, f = 30753
publish, tp = 45072, ts = 76, a = 22, f = 22425
publish, tp = 45073, ts = 76, a = 91, f = 39814
publish, tp = 45074, ts = 76, a = 24, f = 20430
publish, tp = 45075, ts = 76, a = 31, f = 14843
publish, tp = 45076, ts = 76, a = 21, f = 20152
publish, tp = 45077, ts = 76, a = 97, f = 13410
publish, tp = 45078, ts = 76, a = 57, f = 27119
publish, tp = 45079, ts = 76, a = 86, f = 48792
publish, tp = 45080, ts = 76, a = 83, f = 14294
publish, tp = 45081, ts = 76, a = 4, f = 17904
publish, tp = 45082, ts = 76, a = 25, f = 37662
publish, tp = 45083, ts = 76, a = 83, f = 46523
publish, tp = 45084, ts = 76, a = 26, f = 33676
publish, tp = 45085, ts = 76, a = 36, f = 22052
publish, tp = 45086, ts = 76, a = 78, f = 29097
publish, tp = 45087, ts = 76, a = 49, f = 30212
publish, tp = 45088, ts = 76, a = 4, f = 49860
publish, tp = 45089, ts = 76, a = 94, f = 26504
publish, tp = 45090, ts = 76, a = 5, f = 27665
publish, tp = 45091, ts = 76, a = 86, f = 36055
publish, tp = 45092, ts = 76, a = 88, f = 16393
publish, tp = 45093, ts = 76, a = 23, f = 32844
publish, tp = 45094, ts = 76, a = 49, f = 26638
publish, tp = 45095, ts = 76, a = 50, f = 40572
publish, tp = 45096, ts = 76, a = 78, f = 5412
publish, tp = 45097, ts = 76, a = 98, f = 49083
publish, tp = 45098, ts = 76, a = 97, f = 19747
publish, tp = 45099, ts = 76, a = 49, f = 2099
approve, tp = 45100, ts = 76, m = 10, f = 38408
publish, tp = 45101, ts = 76, a = 47, f = 38408
publish, tp = 45102, ts = 76, a = 50, f = 5550
publish, tp = 45103, ts = 76, a = 13, f = 19416
approve, tp = 45104, ts = 76, m = 10, f = 46120
publish, tp = 45105, ts = 76, a = 46, f = 46120
publish, tp = 45106, ts = 76, a = 67, f = 6862
publish, tp = 45107, ts = 76, a = 46, f = 27505
publish, tp = 45108, ts = 76, a = 98, f = 43268
publish, tp = 45109, ts = 76, a = 94, f = 28986
publish, tp = 45110, ts = 76, a = 46, f = 44926
publish, tp = 45111, ts = 76, a = 31, f = 40224
publish, tp = 45112, ts = 76, a = 31, f = 44935
publish, tp = 45113, ts = 76, a = 63, f = 15227
publish, tp = 45114, ts = 76, a = 46, f = 12253
publish, tp = 45115, ts = 76, a = 96, f = 2836
publish, tp = 45116, ts = 76, a = 36, f = 38117
publish, tp = 45117, ts = 76, a = 67, f = 21446
publish, tp = 45118, ts = 76, a = 85, f = 8714
publish, tp = 45119, ts = 76, a = 53, f = 33067
publish, tp = 45120, ts = 76, a = 50, f = 48081
publish, tp = 45121, ts = 76, a = 47, f = 44478
publish, tp = 45122, ts = 76, a = 47, f = 34430
publish, tp = 45123, ts = 76, a = 13, f = 7870
publish, tp = 45124, ts = 76, a = 94, f = 17947
publish, tp = 45125, ts = 76, a = 63, f = 1614
publish, tp = 45126, ts = 76, a = 96, f = 32399
publish, tp = 45127, ts = 76, a = 14, f = 18724
publish, tp = 45128, ts = 76, a = 53, f = 17380
approve, tp = 45129, ts = 76, m = 10, f = 14351
publish, tp = 45130, ts = 76, a = 24, f = 14351
publish, tp = 45131, ts = 76, a = 10, f = 42401
publish, tp = 45132, ts = 76, a = 47, f = 36513
publish, tp = 45133, ts = 76, a = 4, f = 16450
publish, tp = 45134, ts = 76, a = 4, f = 38443
publish, tp = 45135, ts = 76, a = 36, f = 17221
publish, tp = 45136, ts = 76, a = 5, f = 26019
publish, tp = 45137, ts = 76, a = 91, f = 27564
publish, tp = 45138, ts = 76, a = 25, f = 5707
publish, tp = 45139, ts = 76, a = 26, f = 36968
publish, tp = 45140, ts = 76, a = 57, f = 9185
publish, tp = 45141, ts = 76, a = 9, f = 29793
publish, tp = 45142, ts = 76, a = 79, f = 40250
approve, tp = 45143, ts = 76, m = 8, f = 42684
publish, tp = 45144, ts = 76, a = 98, f = 42684
approve, tp = 45145, ts = 76, m = 10, f = 26349
publish, tp = 45146, ts = 76, a = 26, f = 26349
publish, tp = 45147, ts = 76, a = 85, f = 22923
publish, tp = 45148, ts = 76, a = 53, f = 37572
publish, tp = 45149, ts = 76, a = 74, f = 23511
publish, tp = 45150, ts = 76, a = 50, f = 24522
publish, tp = 45151, ts = 76, a = 24, f = 32319
publish, tp = 45152, ts = 76, a = 98, f = 23922
publish, tp = 45153, ts = 76, a = 26, f = 23740
publish, tp = 45154, ts = 76, a = 90, f = 18683
publish, tp = 45155, ts = 76, a = 24, f = 25183
publish, tp = 45156, ts = 76, a = 96, f = 4946
publish, tp = 45157, ts = 76, a = 25, f = 1277
publish, tp = 45158, ts = 76, a = 24, f = 18542
publish, tp = 45159, ts = 76, a = 53, f = 27197
publish, tp = 45160, ts = 76, a = 13, f = 49634
publish, tp = 45161, ts = 76, a = 97, f = 17842
publish, tp = 45162, ts = 76, a = 96, f = 22850
publish, tp = 45163, ts = 76, a = 77, f = 22398
publish, tp = 45164, ts = 76, a = 22, f = 43862
publish, tp = 45165, ts = 76, a = 83, f = 27801
publish, tp = 45166, ts = 76, a = 46, f = 16736
publish, tp = 45167, ts = 76, a = 79, f = 3257
publish, tp = 45168, ts = 76, a = 42, f = 22416
publish, tp = 45169, ts = 76, a = 42, f = 5701
publish, tp = 45170, ts = 76, a = 85, f = 33603
publish, tp = 45171, ts = 76, a = 84, f = 48799
approve, tp = 45172, ts = 76, m = 0, f = 48650
approve, tp = 45173, ts = 76, m = 10, f = 20429
approve, tp = 45174, ts = 76, m = 10, f = 10137
approve, tp = 45175, ts = 76, m = 10, f = 31680
approve, tp = 45176, ts = 76, m = 10, f = 29206
approve, tp = 45177, ts = 76, m = 0, f = 3769
approve, tp = 45178, ts = 76, m = 5, f = 17870
approve, tp = 45179, ts = 76, m = 2, f = 47969
approve, tp = 45180, ts = 76, m = 0, f = 27501
approve, tp = 45181, ts = 76, m = 10, f = 22934
approve, tp = 45182, ts = 76, m = 10, f = 24429
approve, tp = 45183, ts = 76, m = 10, f = 25235
approve, tp = 45184, ts = 76, m = 10, f = 20276
approve, tp = 45185, ts = 76, m = 10, f = 20517
approve, tp = 45186, ts = 76, m = 0, f = 49719
approve, tp = 45187, ts = 76, m = 10, f = 37797
approve, tp = 45188, ts = 76, m = 10, f = 37504
approve, tp = 45189, ts = 76, m = 2, f = 1256
approve, tp = 45190, ts = 76, m = 10, f = 18116
approve, tp = 45191, ts = 76, m = 10, f = 26271
approve, tp = 45192, ts = 76, m = 10, f = 5620
approve, tp = 45193, ts = 76, m = 6, f = 41625
approve, tp = 45194, ts = 76, m = 0, f = 3653
approve, tp = 45195, ts = 76, m = 10, f = 4766
approve, tp = 45196, ts = 76, m = 10, f = 10621
approve, tp = 45197, ts = 76, m = 10, f = 15076
approve, tp = 45198, ts = 76, m = 0, f = 15486
approve, tp = 45199, ts = 76, m = 0, f = 35484
approve, tp = 45200, ts = 76, m = 2, f = 30296
approve, tp = 45201, ts = 76, m = 0, f = 701
approve, tp = 45202, ts = 76, m = 10, f = 14029
approve, tp = 45203, ts = 76, m = 0, f = 35040
approve, tp = 45204, ts = 76, m = 0, f = 6511
approve, tp = 45205, ts = 76, m = 2, f = 38416
approve, tp = 45206, ts = 76, m = 10, f = 10897
approve, tp = 45207, ts = 76, m = 10, f = 1612
approve, tp = 45208, ts = 76, m = 10, f = 5015
approve, tp = 45209, ts = 76, m = 0, f = 49091
approve, tp = 45210, ts = 76, m = 10, f = 15364
approve, tp = 45211, ts = 76, m = 2, f = 7047
approve, tp = 45212, ts = 76, m = 1, f = 47825
approve, tp = 45213, ts = 76, m = 0, f = 8570
approve, tp = 45214, ts = 76, m = 0, f = 48340
approve, tp = 45215, ts = 76, m = 0, f = 4620
approve, tp = 45216, ts = 76, m = 5, f = 28010
approve, tp = 45217, ts = 76, m = 2, f = 41521
approve, tp = 45218, ts = 76, m = 0, f = 10210
approve, tp = 45219, ts = 76, m = 6, f = 5970
approve, tp = 45220, ts = 76, m = 3, f = 14385
approve, tp = 45221, ts = 76, m = 10, f = 47992
approve, tp = 45222, ts = 76, m = 10, f = 47249
approve, tp = 45223, ts = 76, m = 10, f = 46632
approve, tp = 45224, ts = 76, m = 0, f = 4031
approve, tp = 45225, ts = 76, m = 0, f = 15471
approve, tp = 45226, ts = 76, m = 0, f = 13603
approve, tp = 45227, ts = 76, m = 0, f = 813
approve, tp = 45228, ts = 76, m = 10, f = 3425
approve, tp = 45229, ts = 76, m = 5, f = 389
approve, tp = 45230, ts = 76, m = 1, f = 49690
approve, tp = 45231, ts = 76, m = 0, f = 47320
approve, tp = 45232, ts = 76, m = 10, f = 43099
approve, tp = 45233, ts = 76, m = 10, f = 38711
approve, tp = 45234, ts = 76, m = 1, f = 1149
approve, tp = 45235, ts = 76, m = 10, f = 46223
approve, tp = 45236, ts = 76, m = 10, f = 36163
approve, tp = 45237, ts = 76, m = 2, f = 929
approve, tp = 45238, ts = 76, m = 0, f = 24998
approve, tp = 45239, ts = 76, m = 4, f = 25910
approve, tp = 45240, ts = 76, m = 10, f = 34481
approve, tp = 45241, ts = 76, m = 10, f = 7928
approve, tp = 45242, ts = 76, m = 10, f = 26684
approve, tp = 45243, ts = 76, m = 10, f = 20416
approve, tp = 45244, ts = 76, m = 10, f = 9863
approve, tp = 45245, ts = 76, m = 0, f = 24812
approve, tp = 45246, ts = 76, m = 10, f = 45087
approve, tp = 45247, ts = 76, m = 10, f = 32213
approve, tp = 45248, ts = 76, m = 0, f = 42033
approve, tp = 45249, ts = 76, m = 1, f = 30557
approve, tp = 45250, ts = 76, m = 0, f = 4474
approve, tp = 45251, ts = 76, m = 10, f = 1540
approve, tp = 45252, ts = 76, m = 3, f = 25264
approve, tp = 45253, ts = 76, m = 3, f = 45185
approve, tp = 45254, ts = 76, m = 0, f = 19585
approve, tp = 45255, ts = 76, m = 1, f = 20630
approve, tp = 45256, ts = 76, m = 10, f = 9340
approve, tp = 45257, ts = 76, m = 1, f = 5185
approve, tp = 45258, ts = 76, m = 1, f = 2580
approve, tp = 45259, ts = 76, m = 10, f = 49061
approve, tp = 45260, ts = 76, m = 1, f = 41279
approve, tp = 45261, ts = 76, m = 0, f = 35906
approve, tp = 45262, ts = 76, m = 6, f = 8501
approve, tp = 45263, ts = 76, m = 2, f = 9654
approve, tp = 45264, ts = 76, m = 0, f = 15617
approve, tp = 45265, ts = 76, m = 10, f = 46093
approve, tp = 45266, ts = 76, m = 10, f = 28147
approve, tp = 45267, ts = 76, m = 10, f = 22591
approve, tp = 45268, ts = 76, m = 10, f = 27319
approve, tp = 45269, ts = 76, m = 0, f = 31733
approve, tp = 45270, ts = 76, m = 10, f = 35893
approve, tp = 45271, ts = 76, m = 1, f = 24937
